area,age,gender,number
Wajir,53,male,734
Wajir,53,female,393
Wajir,53,total,1127
Wajir,54,male,954
Wajir,54,female,573
Wajir,54,total,1527
Wajir,55,male,1273
Wajir,55,female,710
Wajir,55,total,1983
Wajir,56,male,949
Wajir,56,female,613
Wajir,56,total,1562
Wajir,57,male,695
Wajir,57,female,593
Wajir,57,total,1288
Wajir,58,male,913
Wajir,58,female,613
Wajir,58,total,1526
Wajir,59,male,996
Wajir,59,female,580
Wajir,59,total,1576
Wajir,60,male,2784
Wajir,60,female,1440
Wajir,60,total,4224
Wajir,61,male,798
Wajir,61,female,530
Wajir,61,total,1328
Wajir,62,male,634
Wajir,62,female,298
Wajir,62,total,932
Wajir,63,male,553
Wajir,63,female,293
Wajir,63,total,846
Wajir,64,male,447
Wajir,64,female,253
Wajir,64,total,700
Wajir,65,male,805
Wajir,65,female,475
Wajir,65,total,1280
Wajir,66,male,329
Wajir,66,female,292
Wajir,66,total,621
Wajir,67,male,362
Wajir,67,female,191
Wajir,67,total,553
Wajir,68,male,394
Wajir,68,female,203
Wajir,68,total,597
Wajir,69,male,479
Wajir,69,female,225
Wajir,69,total,704
Wajir,70,male,1247
Wajir,70,female,839
Wajir,70,total,2086
Wajir,71,male,367
Wajir,71,female,363
Wajir,71,total,730
Wajir,72,male,297
Wajir,72,female,132
Wajir,72,total,429
Wajir,73,male,179
Wajir,73,female,79
Wajir,73,total,258
Wajir,74,male,197
Wajir,74,female,110
Wajir,74,total,307
Wajir,75,male,350
Wajir,75,female,192
Wajir,75,total,542
Wajir,76,male,162
Wajir,76,female,101
Wajir,76,total,263
Wajir,77,male,145
Wajir,77,female,65
Wajir,77,total,210
Wajir,78,male,176
Wajir,78,female,86
Wajir,78,total,262
Wajir,79,male,190
Wajir,79,female,85
Wajir,79,total,275
Wajir,80,male,473
Wajir,80,female,399
Wajir,80,total,872
Wajir,81,male,144
Wajir,81,female,185
Wajir,81,total,329
Wajir,82,male,94
Wajir,82,female,46
Wajir,82,total,140
Wajir,83,male,70
Wajir,83,female,43
Wajir,83,total,113
Wajir,84,male,65
Wajir,84,female,46
Wajir,84,total,111
Wajir,85,male,82
Wajir,85,female,55
Wajir,85,total,137
Wajir,86,male,52
Wajir,86,female,37
Wajir,86,total,89
Wajir,87,male,54
Wajir,87,female,29
Wajir,87,total,83
Wajir,88,male,41
Wajir,88,female,21
Wajir,88,total,62
Wajir,89,male,62
Wajir,89,female,47
Wajir,89,total,109
Wajir,90,male,102
Wajir,90,female,95
Wajir,90,total,197
Wajir,91,male,32
Wajir,91,female,37
Wajir,91,total,69
Wajir,92,male,26
Wajir,92,female,9
Wajir,92,total,35
Wajir,93,male,21
Wajir,93,female,8
Wajir,93,total,29
Wajir,94,male,10
Wajir,94,female,7
Wajir,94,total,17
Wajir,95,male,23
Wajir,95,female,11
Wajir,95,total,34
Wajir,96,male,11
Wajir,96,female,9
Wajir,96,total,20
Wajir,97,male,6
Wajir,97,female,2
Wajir,97,total,8
Wajir,98,male,11
Wajir,98,female,2
Wajir,98,total,13
Wajir,99,male,4
Wajir,99,female,13
Wajir,99,total,17
Wajir,100+,male,20
Wajir,100+,female,19
Wajir,100+,total,39
Wajir,Not Stated,male,1
Wajir,Not Stated,female,1
Wajir,Not Stated,total,2
Mandera,0,male,8259
Mandera,0,female,10068
Mandera,0,total,18327
Mandera,1,male,11893
Mandera,1,female,13754
Mandera,1,total,25647
Mandera,2,male,20027
Mandera,2,female,23132
Mandera,2,total,43159
Mandera,3,male,14134
Mandera,3,female,16702
Mandera,3,total,30836
Mandera,4,male,20216
Mandera,4,female,22906
Mandera,4,total,43122
Mandera,5,male,13958
Mandera,5,female,15754
Mandera,5,total,29712
Mandera,6,male,20270
Mandera,6,female,22743
Mandera,6,total,43013
Mandera,7,male,12281
Mandera,7,female,13635
Mandera,7,total,25916
Mandera,8,male,20671
Mandera,8,female,21879
Mandera,8,total,42550
Mandera,9,male,11405
Mandera,9,female,12563
Mandera,9,total,23968
Mandera,10,male,22291
Mandera,10,female,22264
Mandera,10,total,44555
Mandera,11,male,9700
Mandera,11,female,11190
Mandera,11,total,20890
Mandera,12,male,19210
Mandera,12,female,15366
Mandera,12,total,34576
Mandera,13,male,11764
Mandera,13,female,9776
Mandera,13,total,21540
Mandera,14,male,15660
Mandera,14,female,12252
Mandera,14,total,27912
Mandera,15,male,14630
Mandera,15,female,11264
Mandera,15,total,25894
Mandera,16,male,14035
Mandera,16,female,11332
Mandera,16,total,25367
Mandera,17,male,11257
Mandera,17,female,9535
Mandera,17,total,20792
Mandera,18,male,12959
Mandera,18,female,11411
Mandera,18,total,24370
Mandera,19,male,6034
Mandera,19,female,5887
Mandera,19,total,11921
Mandera,20,male,13722
Mandera,20,female,12952
Mandera,20,total,26674
Mandera,21,male,5008
Mandera,21,female,5049
Mandera,21,total,10057
Mandera,22,male,6873
Mandera,22,female,7964
Mandera,22,total,14837
Mandera,23,male,5166
Mandera,23,female,5417
Mandera,23,total,10583
Mandera,24,male,5112
Mandera,24,female,5420
Mandera,24,total,10532
Mandera,25,male,8519
Mandera,25,female,8791
Mandera,25,total,17310
Mandera,26,male,4822
Mandera,26,female,5106
Mandera,26,total,9928
Mandera,27,male,4276
Mandera,27,female,4662
Mandera,27,total,8938
Mandera,28,male,5302
Mandera,28,female,6173
Mandera,28,total,11475
Mandera,29,male,3516
Mandera,29,female,3742
Mandera,29,total,7258
Mandera,30,male,10118
Mandera,30,female,9920
Mandera,30,total,20038
Mandera,31,male,2693
Mandera,31,female,3209
Mandera,31,total,5902
Mandera,32,male,4344
Mandera,32,female,4543
Mandera,32,total,8887
Mandera,33,male,2555
Mandera,33,female,2864
Mandera,33,total,5419
Mandera,34,male,2353
Mandera,34,female,2209
Mandera,34,total,4562
Mandera,35,male,5085
Mandera,35,female,5213
Mandera,35,total,10298
Mandera,36,male,2139
Mandera,36,female,2607
Mandera,36,total,4746
Mandera,37,male,1848
Mandera,37,female,2066
Mandera,37,total,3914
Mandera,38,male,2728
Mandera,38,female,3160
Mandera,38,total,5888
Mandera,39,male,1953
Mandera,39,female,2123
Mandera,39,total,4076
Mandera,40,male,7343
Mandera,40,female,6053
Mandera,40,total,13396
Mandera,41,male,2246
Mandera,41,female,2364
Mandera,41,total,4610
Mandera,42,male,2347
Mandera,42,female,1967
Mandera,42,total,4314
Mandera,43,male,1498
Mandera,43,female,1262
Mandera,43,total,2760
Mandera,44,male,1053
Mandera,44,female,799
Mandera,44,total,1852
Mandera,45,male,3547
Mandera,45,female,2739
Mandera,45,total,6286
Mandera,46,male,1177
Mandera,46,female,941
Mandera,46,total,2118
Mandera,47,male,1190
Mandera,47,female,992
Mandera,47,total,2182
Mandera,48,male,1321
Mandera,48,female,1027
Mandera,48,total,2348
Mandera,49,male,1006
Mandera,49,female,803
Mandera,49,total,1809
Mandera,50,male,3675
Mandera,50,female,2481
Mandera,50,total,6156
Mandera,51,male,731
Mandera,51,female,632
Mandera,51,total,1363
Mandera,52,male,1234
Mandera,52,female,832
Mandera,52,total,2066
Mandera,53,male,733
Mandera,53,female,618
Mandera,53,total,1351
Mandera,54,male,914
Mandera,54,female,644
Mandera,54,total,1558
Mandera,55,male,1337
Mandera,55,female,879
Mandera,55,total,2216
Mandera,56,male,827
Mandera,56,female,595
Mandera,56,total,1422
Mandera,57,male,610
Mandera,57,female,530
Mandera,57,total,1140
Mandera,58,male,708
Mandera,58,female,580
Mandera,58,total,1288
Mandera,59,male,723
Mandera,59,female,613
Mandera,59,total,1336
Mandera,60,male,2451
Mandera,60,female,1679
Mandera,60,total,4130
Mandera,61,male,547
Mandera,61,female,542
Mandera,61,total,1089
Mandera,62,male,692
Mandera,62,female,354
Mandera,62,total,1046
Mandera,63,male,511
Mandera,63,female,354
Mandera,63,total,865
Mandera,64,male,458
Mandera,64,female,254
Mandera,64,total,712
Mandera,65,male,808
Mandera,65,female,564
Mandera,65,total,1372
Mandera,66,male,304
Mandera,66,female,258
Mandera,66,total,562
Mandera,67,male,408
Mandera,67,female,249
Mandera,67,total,657
Mandera,68,male,304
Mandera,68,female,221
Mandera,68,total,525
Mandera,69,male,442
Mandera,69,female,234
Mandera,69,total,676
Mandera,70,male,1312
Mandera,70,female,1082
Mandera,70,total,2394
Mandera,71,male,257
Mandera,71,female,331
Mandera,71,total,588
Mandera,72,male,334
Mandera,72,female,187
Mandera,72,total,521
Mandera,73,male,157
Mandera,73,female,90
Mandera,73,total,247
Mandera,74,male,186
Mandera,74,female,99
Mandera,74,total,285
Mandera,75,male,319
Mandera,75,female,206
Mandera,75,total,525
Mandera,76,male,157
Mandera,76,female,103
Mandera,76,total,260
Mandera,77,male,146
Mandera,77,female,87
Mandera,77,total,233
Mandera,78,male,189
Mandera,78,female,98
Mandera,78,total,287
Mandera,79,male,178
Mandera,79,female,91
Mandera,79,total,269
Mandera,80,male,601
Mandera,80,female,547
Mandera,80,total,1148
Mandera,81,male,151
Mandera,81,female,171
Mandera,81,total,322
Mandera,82,male,160
Mandera,82,female,63
Mandera,82,total,223
Mandera,83,male,71
Mandera,83,female,38
Mandera,83,total,109
Mandera,84,male,82
Mandera,84,female,44
Mandera,84,total,126
Mandera,85,male,134
Mandera,85,female,64
Mandera,85,total,198
Mandera,86,male,62
Mandera,86,female,47
Mandera,86,total,109
Mandera,87,male,72
Mandera,87,female,28
Mandera,87,total,100
Mandera,88,male,54
Mandera,88,female,23
Mandera,88,total,77
Mandera,89,male,64
Mandera,89,female,44
Mandera,89,total,108
Mandera,90,male,145
Mandera,90,female,166
Mandera,90,total,311
Mandera,91,male,36
Mandera,91,female,53
Mandera,91,total,89
Mandera,92,male,42
Mandera,92,female,22
Mandera,92,total,64
Mandera,93,male,18
Mandera,93,female,8
Mandera,93,total,26
Mandera,94,male,20
Mandera,94,female,9
Mandera,94,total,29
Mandera,95,male,24
Mandera,95,female,18
Mandera,95,total,42
Mandera,96,male,9
Mandera,96,female,7
Mandera,96,total,16
Mandera,97,male,6
Mandera,97,female,8
Mandera,97,total,14
Mandera,98,male,8
Mandera,98,female,6
Mandera,98,total,14
Mandera,99,male,13
Mandera,99,female,2
Mandera,99,total,15
Mandera,100+,male,35
Mandera,100+,female,39
Mandera,100+,total,74
Mandera,Not Stated,male,3
Mandera,Not Stated,female,0
Mandera,Not Stated,total,3
Marsabit,0,male,5308
Marsabit,0,female,5244
Marsabit,0,total,10552
Marsabit,1,male,6108
Marsabit,1,female,5906
Marsabit,1,total,12014
Marsabit,2,male,7681
Marsabit,2,female,7409
Marsabit,2,total,15090
Marsabit,3,male,7749
Marsabit,3,female,7520
Marsabit,3,total,15269
Marsabit,4,male,8350
Marsabit,4,female,7885
Marsabit,4,total,16235
Marsabit,5,male,8032
Marsabit,5,female,7705
Marsabit,5,total,15737
Marsabit,6,male,8525
Marsabit,6,female,8122
Marsabit,6,total,16647
Marsabit,7,male,7044
Marsabit,7,female,6726
Marsabit,7,total,13770
Marsabit,8,male,8651
Marsabit,8,female,8575
Marsabit,8,total,17226
Marsabit,9,male,5983
Marsabit,9,female,5853
Marsabit,9,total,11836
Marsabit,10,male,10725
Marsabit,10,female,9901
Marsabit,10,total,20626
Marsabit,11,male,4799
Marsabit,11,female,5290
Marsabit,11,total,10089
Marsabit,12,male,9087
Marsabit,12,female,7101
Marsabit,12,total,16188
Marsabit,13,male,6406
Marsabit,13,female,5464
Marsabit,13,total,11870
Marsabit,14,male,6932
Marsabit,14,female,5726
Marsabit,14,total,12658
Marsabit,15,male,8790
Marsabit,15,female,6622
Marsabit,15,total,15412
Marsabit,16,male,6410
Marsabit,16,female,5030
Marsabit,16,total,11440
Marsabit,17,male,6708
Marsabit,17,female,4736
Marsabit,17,total,11444
Marsabit,18,male,6531
Marsabit,18,female,5260
Marsabit,18,total,11791
Marsabit,19,male,3919
Marsabit,19,female,3193
Marsabit,19,total,7112
Marsabit,20,male,7731
Marsabit,20,female,6336
Marsabit,20,total,14067
Marsabit,21,male,3544
Marsabit,21,female,3093
Marsabit,21,total,6637
Marsabit,22,male,4078
Marsabit,22,female,3932
Marsabit,22,total,8010
Marsabit,23,male,3783
Marsabit,23,female,3611
Marsabit,23,total,7394
Marsabit,24,male,3609
Marsabit,24,female,3237
Marsabit,24,total,6846
Marsabit,25,male,5900
Marsabit,25,female,5229
Marsabit,25,total,11129
Marsabit,26,male,3236
Marsabit,26,female,2799
Marsabit,26,total,6035
Marsabit,27,male,3135
Marsabit,27,female,2711
Marsabit,27,total,5846
Marsabit,28,male,3503
Marsabit,28,female,2953
Marsabit,28,total,6456
Marsabit,29,male,2798
Marsabit,29,female,2447
Marsabit,29,total,5245
Marsabit,30,male,6351
Marsabit,30,female,4987
Marsabit,30,total,11338
Marsabit,31,male,1938
Marsabit,31,female,2176
Marsabit,31,total,4114
Marsabit,32,male,2679
Marsabit,32,female,2341
Marsabit,32,total,5020
Marsabit,33,male,2005
Marsabit,33,female,1945
Marsabit,33,total,3950
Marsabit,34,male,1770
Marsabit,34,female,1664
Marsabit,34,total,3434
Marsabit,35,male,3421
Marsabit,35,female,2872
Marsabit,35,total,6293
Marsabit,36,male,1756
Marsabit,36,female,1602
Marsabit,36,total,3358
Marsabit,37,male,1644
Marsabit,37,female,1384
Marsabit,37,total,3028
Marsabit,38,male,1477
Marsabit,38,female,1206
Marsabit,38,total,2683
Marsabit,39,male,1174
Marsabit,39,female,893
Marsabit,39,total,2067
Marsabit,40,male,3807
Marsabit,40,female,2588
Marsabit,40,total,6395
Marsabit,41,male,1681
Marsabit,41,female,1696
Marsabit,41,total,3377
Marsabit,42,male,1409
Marsabit,42,female,1032
Marsabit,42,total,2441
Marsabit,43,male,1151
Marsabit,43,female,923
Marsabit,43,total,2074
Marsabit,44,male,670
Marsabit,44,female,558
Marsabit,44,total,1228
Marsabit,45,male,2406
Marsabit,45,female,2033
Marsabit,45,total,4439
Marsabit,46,male,998
Marsabit,46,female,1004
Marsabit,46,total,2002
Marsabit,47,male,991
Marsabit,47,female,850
Marsabit,47,total,1841
Marsabit,48,male,857
Marsabit,48,female,677
Marsabit,48,total,1534
Marsabit,49,male,714
Marsabit,49,female,645
Marsabit,49,total,1359
Marsabit,50,male,2392
Marsabit,50,female,1927
Marsabit,50,total,4319
Marsabit,51,male,655
Marsabit,51,female,703
Marsabit,51,total,1358
Marsabit,52,male,917
Marsabit,52,female,764
Marsabit,52,total,1681
Marsabit,53,male,539
Marsabit,53,female,485
Marsabit,53,total,1024
Marsabit,54,male,738
Marsabit,54,female,611
Marsabit,54,total,1349
Marsabit,55,male,999
Marsabit,55,female,829
Marsabit,55,total,1828
Marsabit,56,male,711
Marsabit,56,female,576
Marsabit,56,total,1287
Marsabit,57,male,602
Marsabit,57,female,560
Marsabit,57,total,1162
Marsabit,58,male,642
Marsabit,58,female,612
Marsabit,58,total,1254
Marsabit,59,male,612
Marsabit,59,female,750
Marsabit,59,total,1362
Marsabit,60,male,1847
Marsabit,60,female,1430
Marsabit,60,total,3277
Marsabit,61,male,484
Marsabit,61,female,570
Marsabit,61,total,1054
Marsabit,62,male,453
Marsabit,62,female,409
Marsabit,62,total,862
Marsabit,63,male,428
Marsabit,63,female,383
Marsabit,63,total,811
Marsabit,64,male,314
Marsabit,64,female,286
Marsabit,64,total,600
Marsabit,65,male,701
Marsabit,65,female,585
Marsabit,65,total,1286
Marsabit,66,male,302
Marsabit,66,female,349
Marsabit,66,total,651
Marsabit,67,male,389
Marsabit,67,female,292
Marsabit,67,total,681
Marsabit,68,male,326
Marsabit,68,female,231
Marsabit,68,total,557
Marsabit,69,male,375
Marsabit,69,female,463
Marsabit,69,total,838
Marsabit,70,male,1317
Marsabit,70,female,1116
Marsabit,70,total,2433
Marsabit,71,male,321
Marsabit,71,female,441
Marsabit,71,total,762
Marsabit,72,male,334
Marsabit,72,female,253
Marsabit,72,total,587
Marsabit,73,male,216
Marsabit,73,female,190
Marsabit,73,total,406
Marsabit,74,male,234
Marsabit,74,female,194
Marsabit,74,total,428
Marsabit,75,male,325
Marsabit,75,female,261
Marsabit,75,total,586
Marsabit,76,male,173
Marsabit,76,female,153
Marsabit,76,total,326
Marsabit,77,male,143
Marsabit,77,female,97
Marsabit,77,total,240
Marsabit,78,male,140
Marsabit,78,female,105
Marsabit,78,total,245
Marsabit,79,male,154
Marsabit,79,female,192
Marsabit,79,total,346
Marsabit,80,male,549
Marsabit,80,female,512
Marsabit,80,total,1061
Marsabit,81,male,139
Marsabit,81,female,197
Marsabit,81,total,336
Marsabit,82,male,126
Marsabit,82,female,88
Marsabit,82,total,214
Marsabit,83,male,66
Marsabit,83,female,62
Marsabit,83,total,128
Marsabit,84,male,90
Marsabit,84,female,91
Marsabit,84,total,181
Marsabit,85,male,109
Marsabit,85,female,86
Marsabit,85,total,195
Marsabit,86,male,72
Marsabit,86,female,59
Marsabit,86,total,131
Marsabit,87,male,62
Marsabit,87,female,52
Marsabit,87,total,114
Marsabit,88,male,44
Marsabit,88,female,24
Marsabit,88,total,68
Marsabit,89,male,78
Marsabit,89,female,99
Marsabit,89,total,177
Marsabit,90,male,194
Marsabit,90,female,160
Marsabit,90,total,354
Marsabit,91,male,41
Marsabit,91,female,46
Marsabit,91,total,87
Marsabit,92,male,44
Marsabit,92,female,28
Marsabit,92,total,72
Marsabit,93,male,14
Marsabit,93,female,15
Marsabit,93,total,29
Marsabit,94,male,21
Marsabit,94,female,19
Marsabit,94,total,40
Marsabit,95,male,26
Marsabit,95,female,31
Marsabit,95,total,57
Marsabit,96,male,18
Marsabit,96,female,13
Marsabit,96,total,31
Marsabit,97,male,12
Marsabit,97,female,7
Marsabit,97,total,19
Marsabit,98,male,14
Marsabit,98,female,17
Marsabit,98,total,31
Marsabit,99,male,14
Marsabit,99,female,12
Marsabit,99,total,26
Marsabit,100+,male,74
Marsabit,100+,female,90
Marsabit,100+,total,164
Marsabit,Not Stated,male,4
Marsabit,Not Stated,female,2
Marsabit,Not Stated,total,6
Isiolo,0,male,3277
Isiolo,0,female,3254
Isiolo,0,total,6531
Isiolo,1,male,3401
Isiolo,1,female,3385
Isiolo,1,total,6786
Isiolo,2,male,4691
Isiolo,2,female,4527
Isiolo,2,total,9218
Isiolo,3,male,4422
Isiolo,3,female,4357
Isiolo,3,total,8779
Isiolo,4,male,4654
Isiolo,4,female,4649
Isiolo,4,total,9303
Isiolo,5,male,4515
Isiolo,5,female,4318
Isiolo,5,total,8833
Isiolo,6,male,4576
Isiolo,6,female,4339
Isiolo,6,total,8915
Isiolo,7,male,3983
Isiolo,7,female,3803
Isiolo,7,total,7786
Isiolo,8,male,4459
Isiolo,8,female,4269
Isiolo,8,total,8728
Isiolo,9,male,3536
Isiolo,9,female,3347
Isiolo,9,total,6883
Isiolo,10,male,5462
Isiolo,10,female,4939
Isiolo,10,total,10401
Isiolo,11,male,3070
Isiolo,11,female,3095
Isiolo,11,total,6165
Isiolo,12,male,4618
Isiolo,12,female,3781
Isiolo,12,total,8399
Isiolo,13,male,3582
Isiolo,13,female,3309
Isiolo,13,total,6891
Isiolo,14,male,3757
Isiolo,14,female,3301
Isiolo,14,total,7058
Isiolo,15,male,4471
Isiolo,15,female,3498
Isiolo,15,total,7969
Isiolo,16,male,3444
Isiolo,16,female,2937
Isiolo,16,total,6381
Isiolo,17,male,3784
Isiolo,17,female,2986
Isiolo,17,total,6770
Isiolo,18,male,3175
Isiolo,18,female,2720
Isiolo,18,total,5895
Isiolo,19,male,2134
Isiolo,19,female,2005
Isiolo,19,total,4139
Isiolo,20,male,3728
Isiolo,20,female,3573
Isiolo,20,total,7301
Isiolo,21,male,2048
Isiolo,21,female,2048
Isiolo,21,total,4096
Isiolo,22,male,2358
Isiolo,22,female,2425
Isiolo,22,total,4783
Isiolo,23,male,2212
Isiolo,23,female,2254
Isiolo,23,total,4466
Isiolo,24,male,2096
Isiolo,24,female,1981
Isiolo,24,total,4077
Isiolo,25,male,3177
Isiolo,25,female,2942
Isiolo,25,total,6119
Isiolo,26,male,1913
Isiolo,26,female,2018
Isiolo,26,total,3931
Isiolo,27,male,1925
Isiolo,27,female,1808
Isiolo,27,total,3733
Isiolo,28,male,1960
Isiolo,28,female,1847
Isiolo,28,total,3807
Isiolo,29,male,1461
Isiolo,29,female,1425
Isiolo,29,total,2886
Isiolo,30,male,3507
Isiolo,30,female,3095
Isiolo,30,total,6602
Isiolo,31,male,1474
Isiolo,31,female,1471
Isiolo,31,total,2945
Isiolo,32,male,1894
Isiolo,32,female,1882
Isiolo,32,total,3776
Isiolo,33,male,1327
Isiolo,33,female,1327
Isiolo,33,total,2654
Isiolo,34,male,1304
Isiolo,34,female,1269
Isiolo,34,total,2573
Isiolo,35,male,2500
Isiolo,35,female,2243
Isiolo,35,total,4743
Isiolo,36,male,1287
Isiolo,36,female,1151
Isiolo,36,total,2438
Isiolo,37,male,1133
Isiolo,37,female,937
Isiolo,37,total,2070
Isiolo,38,male,1084
Isiolo,38,female,888
Isiolo,38,total,1972
Isiolo,39,male,799
Isiolo,39,female,665
Isiolo,39,total,1464
Isiolo,40,male,2362
Isiolo,40,female,1715
Isiolo,40,total,4077
Isiolo,41,male,1129
Isiolo,41,female,1089
Isiolo,41,total,2218
Isiolo,42,male,924
Isiolo,42,female,696
Isiolo,42,total,1620
Isiolo,43,male,633
Isiolo,43,female,479
Isiolo,43,total,1112
Isiolo,44,male,406
Isiolo,44,female,348
Isiolo,44,total,754
Isiolo,45,male,1450
Isiolo,45,female,1285
Isiolo,45,total,2735
Isiolo,46,male,720
Isiolo,46,female,651
Isiolo,46,total,1371
Isiolo,47,male,595
Isiolo,47,female,543
Isiolo,47,total,1138
Isiolo,48,male,567
Isiolo,48,female,427
Isiolo,48,total,994
Isiolo,49,male,515
Isiolo,49,female,370
Isiolo,49,total,885
Isiolo,50,male,1336
Isiolo,50,female,1106
Isiolo,50,total,2442
Isiolo,51,male,363
Isiolo,51,female,307
Isiolo,51,total,670
Isiolo,52,male,481
Isiolo,52,female,414
Isiolo,52,total,895
Isiolo,53,male,379
Isiolo,53,female,264
Isiolo,53,total,643
Isiolo,54,male,464
Isiolo,54,female,364
Isiolo,54,total,828
Isiolo,55,male,605
Isiolo,55,female,492
Isiolo,55,total,1097
Isiolo,56,male,567
Isiolo,56,female,470
Isiolo,56,total,1037
Isiolo,57,male,389
Isiolo,57,female,497
Isiolo,57,total,886
Isiolo,58,male,426
Isiolo,58,female,450
Isiolo,58,total,876
Isiolo,59,male,448
Isiolo,59,female,486
Isiolo,59,total,934
Isiolo,60,male,1041
Isiolo,60,female,843
Isiolo,60,total,1884
Isiolo,61,male,377
Isiolo,61,female,396
Isiolo,61,total,773
Isiolo,62,male,376
Isiolo,62,female,237
Isiolo,62,total,613
Isiolo,63,male,371
Isiolo,63,female,287
Isiolo,63,total,658
Isiolo,64,male,276
Isiolo,64,female,197
Isiolo,64,total,473
Isiolo,65,male,428
Isiolo,65,female,424
Isiolo,65,total,852
Isiolo,66,male,211
Isiolo,66,female,210
Isiolo,66,total,421
Isiolo,67,male,279
Isiolo,67,female,226
Isiolo,67,total,505
Isiolo,68,male,212
Isiolo,68,female,145
Isiolo,68,total,357
Isiolo,69,male,269
Isiolo,69,female,207
Isiolo,69,total,476
Isiolo,70,male,619
Isiolo,70,female,564
Isiolo,70,total,1183
Isiolo,71,male,172
Isiolo,71,female,286
Isiolo,71,total,458
Isiolo,72,male,155
Isiolo,72,female,126
Isiolo,72,total,281
Isiolo,73,male,150
Isiolo,73,female,103
Isiolo,73,total,253
Isiolo,74,male,141
Isiolo,74,female,106
Isiolo,74,total,247
Isiolo,75,male,167
Isiolo,75,female,152
Isiolo,75,total,319
Isiolo,76,male,97
Isiolo,76,female,120
Isiolo,76,total,217
Isiolo,77,male,95
Isiolo,77,female,59
Isiolo,77,total,154
Isiolo,78,male,107
Isiolo,78,female,71
Isiolo,78,total,178
Isiolo,79,male,123
Isiolo,79,female,121
Isiolo,79,total,244
Isiolo,80,male,218
Isiolo,80,female,250
Isiolo,80,total,468
Isiolo,81,male,68
Isiolo,81,female,148
Isiolo,81,total,216
Isiolo,82,male,64
Isiolo,82,female,46
Isiolo,82,total,110
Isiolo,83,male,58
Isiolo,83,female,47
Isiolo,83,total,105
Isiolo,84,male,49
Isiolo,84,female,64
Isiolo,84,total,113
Isiolo,85,male,63
Isiolo,85,female,69
Isiolo,85,total,132
Isiolo,86,male,41
Isiolo,86,female,30
Isiolo,86,total,71
Isiolo,87,male,36
Isiolo,87,female,34
Isiolo,87,total,70
Isiolo,88,male,30
Isiolo,88,female,32
Isiolo,88,total,62
Isiolo,89,male,55
Isiolo,89,female,80
Isiolo,89,total,135
Isiolo,90,male,59
Isiolo,90,female,81
Isiolo,90,total,140
Isiolo,91,male,24
Isiolo,91,female,44
Isiolo,91,total,68
Isiolo,92,male,19
Isiolo,92,female,15
Isiolo,92,total,34
Isiolo,93,male,15
Isiolo,93,female,12
Isiolo,93,total,27
Isiolo,94,male,12
Isiolo,94,female,13
Isiolo,94,total,25
Isiolo,95,male,11
Isiolo,95,female,25
Isiolo,95,total,36
Isiolo,96,male,8
Isiolo,96,female,12
Isiolo,96,total,20
Isiolo,97,male,9
Isiolo,97,female,12
Isiolo,97,total,21
Isiolo,98,male,7
Isiolo,98,female,10
Isiolo,98,total,17
Isiolo,99,male,12
Isiolo,99,female,16
Isiolo,99,total,28
Isiolo,100+,male,28
Isiolo,100+,female,42
Isiolo,100+,total,70
Isiolo,Not Stated,male,1
Isiolo,Not Stated,female,0
Isiolo,Not Stated,total,1
Meru,0,male,15548
Meru,0,female,15670
Meru,0,total,31218
Meru,1,male,17210
Meru,1,female,16949
Meru,1,total,34159
Meru,2,male,17143
Meru,2,female,17099
Meru,2,total,34242
Meru,3,male,17974
Meru,3,female,17913
Meru,3,total,35887
Meru,4,male,17509
Meru,4,female,17247
Meru,4,total,34756
Meru,5,male,17623
Meru,5,female,16846
Meru,5,total,34469
Meru,6,male,17603
Meru,6,female,17418
Meru,6,total,35021
Meru,7,male,17585
Meru,7,female,17241
Meru,7,total,34826
Meru,8,male,16659
Meru,8,female,16942
Meru,8,total,33601
Meru,9,male,18512
Meru,9,female,18621
Meru,9,total,37133
Meru,10,male,20343
Meru,10,female,19535
Meru,10,total,39878
Meru,11,male,17689
Meru,11,female,18241
Meru,11,total,35930
Meru,12,male,20144
Meru,12,female,19732
Meru,12,total,39876
Meru,13,male,20349
Meru,13,female,20559
Meru,13,total,40908
Meru,14,male,19317
Meru,14,female,19013
Meru,14,total,38330
Meru,15,male,18461
Meru,15,female,18591
Meru,15,total,37052
Meru,16,male,16680
Meru,16,female,17304
Meru,16,total,33984
Meru,17,male,16911
Meru,17,female,16893
Meru,17,total,33804
Meru,18,male,14479
Meru,18,female,14840
Meru,18,total,29319
Meru,19,male,15335
Meru,19,female,15757
Meru,19,total,31092
Meru,20,male,15365
Meru,20,female,15960
Meru,20,total,31325
Meru,21,male,12087
Meru,21,female,13021
Meru,21,total,25108
Meru,22,male,12819
Meru,22,female,13013
Meru,22,total,25832
Meru,23,male,12808
Meru,23,female,13370
Meru,23,total,26178
Meru,24,male,11855
Meru,24,female,11812
Meru,24,total,23667
Meru,25,male,14035
Meru,25,female,13267
Meru,25,total,27302
Meru,26,male,10440
Meru,26,female,10918
Meru,26,total,21358
Meru,27,male,11501
Meru,27,female,11543
Meru,27,total,23044
Meru,28,male,10201
Meru,28,female,10256
Meru,28,total,20457
Meru,29,male,10191
Meru,29,female,10478
Meru,29,total,20669
Meru,30,male,15926
Meru,30,female,16011
Meru,30,total,31937
Meru,31,male,9362
Meru,31,female,9449
Meru,31,total,18811
Meru,32,male,11876
Meru,32,female,12891
Meru,32,total,24767
Meru,33,male,10661
Meru,33,female,11918
Meru,33,total,22579
