area,age,gender,number
Kiambu,34,male,19413
Kiambu,34,female,20070
Kiambu,34,total,39483
Kiambu,35,male,23309
Kiambu,35,female,23140
Kiambu,35,total,46449
Kiambu,36,male,17392
Kiambu,36,female,18311
Kiambu,36,total,35703
Kiambu,37,male,17437
Kiambu,37,female,17292
Kiambu,37,total,34729
Kiambu,38,male,15647
Kiambu,38,female,16043
Kiambu,38,total,31690
Kiambu,39,male,16447
Kiambu,39,female,16310
Kiambu,39,total,32757
Kiambu,40,male,18378
Kiambu,40,female,17650
Kiambu,40,total,36028
Kiambu,41,male,15437
Kiambu,41,female,14881
Kiambu,41,total,30318
Kiambu,42,male,15087
Kiambu,42,female,14168
Kiambu,42,total,29255
Kiambu,43,male,13082
Kiambu,43,female,12638
Kiambu,43,total,25720
Kiambu,44,male,11129
Kiambu,44,female,10603
Kiambu,44,total,21732
Kiambu,45,male,15508
Kiambu,45,female,13966
Kiambu,45,total,29474
Kiambu,46,male,11751
Kiambu,46,female,11043
Kiambu,46,total,22794
Kiambu,47,male,12084
Kiambu,47,female,10955
Kiambu,47,total,23039
Kiambu,48,male,9168
Kiambu,48,female,8699
Kiambu,48,total,17867
Kiambu,49,male,10071
Kiambu,49,female,9355
Kiambu,49,total,19426
Kiambu,50,male,10942
Kiambu,50,female,10700
Kiambu,50,total,21642
Kiambu,51,male,8423
Kiambu,51,female,7630
Kiambu,51,total,16053
Kiambu,52,male,9289
Kiambu,52,female,8541
Kiambu,52,total,17830
Kiambu,53,male,6414
Kiambu,53,female,6241
Kiambu,53,total,12655
Kiambu,54,male,7544
Kiambu,54,female,6992
Kiambu,54,total,14536
Kiambu,55,male,7675
Kiambu,55,female,6646
Kiambu,55,total,14321
Kiambu,56,male,7677
Kiambu,56,female,7027
Kiambu,56,total,14704
Kiambu,57,male,6067
Kiambu,57,female,6410
Kiambu,57,total,12477
Kiambu,58,male,5008
Kiambu,58,female,4929
Kiambu,58,total,9937
Kiambu,59,male,5332
Kiambu,59,female,5220
Kiambu,59,total,10552
Kiambu,60,male,5606
Kiambu,60,female,5638
Kiambu,60,total,11244
Kiambu,61,male,4358
Kiambu,61,female,4300
Kiambu,61,total,8658
Kiambu,62,male,3912
Kiambu,62,female,3687
Kiambu,62,total,7599
Kiambu,63,male,3285
Kiambu,63,female,3160
Kiambu,63,total,6445
Kiambu,64,male,2469
Kiambu,64,female,2570
Kiambu,64,total,5039
Kiambu,65,male,3631
Kiambu,65,female,3737
Kiambu,65,total,7368
Kiambu,66,male,2479
Kiambu,66,female,2654
Kiambu,66,total,5133
Kiambu,67,male,4016
Kiambu,67,female,4304
Kiambu,67,total,8320
Kiambu,68,male,1830
Kiambu,68,female,1866
Kiambu,68,total,3696
Kiambu,69,male,2587
Kiambu,69,female,2871
Kiambu,69,total,5458
Kiambu,70,male,3142
Kiambu,70,female,3922
Kiambu,70,total,7064
Kiambu,71,male,2282
Kiambu,71,female,2475
Kiambu,71,total,4757
Kiambu,72,male,2344
Kiambu,72,female,2227
Kiambu,72,total,4571
Kiambu,73,male,1800
Kiambu,73,female,1915
Kiambu,73,total,3715
Kiambu,74,male,1608
Kiambu,74,female,1881
Kiambu,74,total,3489
Kiambu,75,male,1288
Kiambu,75,female,1919
Kiambu,75,total,3207
Kiambu,76,male,1379
Kiambu,76,female,2512
Kiambu,76,total,3891
Kiambu,77,male,1083
Kiambu,77,female,1514
Kiambu,77,total,2597
Kiambu,78,male,674
Kiambu,78,female,946
Kiambu,78,total,1620
Kiambu,79,male,759
Kiambu,79,female,1446
Kiambu,79,total,2205
Kiambu,80,male,991
Kiambu,80,female,1995
Kiambu,80,total,2986
Kiambu,81,male,568
Kiambu,81,female,1006
Kiambu,81,total,1574
Kiambu,82,male,585
Kiambu,82,female,779
Kiambu,82,total,1364
Kiambu,83,male,622
Kiambu,83,female,876
Kiambu,83,total,1498
Kiambu,84,male,557
Kiambu,84,female,1010
Kiambu,84,total,1567
Kiambu,85,male,456
Kiambu,85,female,1068
Kiambu,85,total,1524
Kiambu,86,male,380
Kiambu,86,female,722
Kiambu,86,total,1102
Kiambu,87,male,386
Kiambu,87,female,607
Kiambu,87,total,993
Kiambu,88,male,212
Kiambu,88,female,372
Kiambu,88,total,584
Kiambu,89,male,357
Kiambu,89,female,851
Kiambu,89,total,1208
Kiambu,90,male,189
Kiambu,90,female,583
Kiambu,90,total,772
Kiambu,91,male,196
Kiambu,91,female,384
Kiambu,91,total,580
Kiambu,92,male,129
Kiambu,92,female,273
Kiambu,92,total,402
Kiambu,93,male,101
Kiambu,93,female,256
Kiambu,93,total,357
Kiambu,94,male,62
Kiambu,94,female,237
Kiambu,94,total,299
Kiambu,95,male,103
Kiambu,95,female,313
Kiambu,95,total,416
Kiambu,96,male,71
Kiambu,96,female,222
Kiambu,96,total,293
Kiambu,97,male,102
Kiambu,97,female,220
Kiambu,97,total,322
Kiambu,98,male,35
Kiambu,98,female,125
Kiambu,98,total,160
Kiambu,99,male,53
Kiambu,99,female,234
Kiambu,99,total,287
Kiambu,100+,male,92
Kiambu,100+,female,566
Kiambu,100+,total,658
Kiambu,Not Stated,male,30
Kiambu,Not Stated,female,18
Kiambu,Not Stated,total,48
Turkana,0,male,9945
Turkana,0,female,9883
Turkana,0,total,19828
Turkana,1,male,11069
Turkana,1,female,10750
Turkana,1,total,21819
Turkana,2,male,14501
Turkana,2,female,14403
Turkana,2,total,28904
Turkana,3,male,15092
Turkana,3,female,14998
Turkana,3,total,30090
Turkana,4,male,15544
Turkana,4,female,15244
Turkana,4,total,30788
Turkana,5,male,16240
Turkana,5,female,15570
Turkana,5,total,31810
Turkana,6,male,15752
Turkana,6,female,15207
Turkana,6,total,30959
Turkana,7,male,13655
Turkana,7,female,13076
Turkana,7,total,26731
Turkana,8,male,16151
Turkana,8,female,15481
Turkana,8,total,31632
Turkana,9,male,12241
Turkana,9,female,11752
Turkana,9,total,23993
Turkana,10,male,20635
Turkana,10,female,19553
Turkana,10,total,40188
Turkana,11,male,10173
Turkana,11,female,10730
Turkana,11,total,20903
Turkana,12,male,17278
Turkana,12,female,14355
Turkana,12,total,31633
Turkana,13,male,13244
Turkana,13,female,11213
Turkana,13,total,24457
Turkana,14,male,13783
Turkana,14,female,11294
Turkana,14,total,25077
Turkana,15,male,17535
Turkana,15,female,13559
Turkana,15,total,31094
Turkana,16,male,13211
Turkana,16,female,10511
Turkana,16,total,23722
Turkana,17,male,12581
Turkana,17,female,9283
Turkana,17,total,21864
Turkana,18,male,13631
Turkana,18,female,10768
Turkana,18,total,24399
Turkana,19,male,9965
Turkana,19,female,8279
Turkana,19,total,18244
Turkana,20,male,16833
Turkana,20,female,13535
Turkana,20,total,30368
Turkana,21,male,8319
Turkana,21,female,7225
Turkana,21,total,15544
Turkana,22,male,9120
Turkana,22,female,8108
Turkana,22,total,17228
Turkana,23,male,8462
Turkana,23,female,7559
Turkana,23,total,16021
Turkana,24,male,8249
Turkana,24,female,7180
Turkana,24,total,15429
Turkana,25,male,11861
Turkana,25,female,10385
Turkana,25,total,22246
Turkana,26,male,6989
Turkana,26,female,7259
Turkana,26,total,14248
Turkana,27,male,6929
Turkana,27,female,6782
Turkana,27,total,13711
Turkana,28,male,6697
Turkana,28,female,6095
Turkana,28,total,12792
Turkana,29,male,6380
Turkana,29,female,6440
Turkana,29,total,12820
Turkana,30,male,11421
Turkana,30,female,11283
Turkana,30,total,22704
Turkana,31,male,3850
Turkana,31,female,4249
Turkana,31,total,8099
Turkana,32,male,5189
Turkana,32,female,5303
Turkana,32,total,10492
Turkana,33,male,3710
Turkana,33,female,4288
Turkana,33,total,7998
Turkana,34,male,3774
Turkana,34,female,4228
Turkana,34,total,8002
Turkana,35,male,6749
Turkana,35,female,6853
Turkana,35,total,13602
Turkana,36,male,3240
Turkana,36,female,3663
Turkana,36,total,6903
Turkana,37,male,2932
Turkana,37,female,3090
Turkana,37,total,6022
Turkana,38,male,2748
Turkana,38,female,2864
Turkana,38,total,5612
Turkana,39,male,3686
Turkana,39,female,4162
Turkana,39,total,7848
Turkana,40,male,7027
Turkana,40,female,5651
Turkana,40,total,12678
Turkana,41,male,2706
Turkana,41,female,3274
Turkana,41,total,5980
Turkana,42,male,3175
Turkana,42,female,3097
Turkana,42,total,6272
Turkana,43,male,2059
Turkana,43,female,2313
Turkana,43,total,4372
Turkana,44,male,1782
Turkana,44,female,1984
Turkana,44,total,3766
Turkana,45,male,4205
Turkana,45,female,3852
Turkana,45,total,8057
Turkana,46,male,2197
Turkana,46,female,2600
Turkana,46,total,4797
Turkana,47,male,1846
Turkana,47,female,1710
Turkana,47,total,3556
Turkana,48,male,1532
Turkana,48,female,1393
Turkana,48,total,2925
Turkana,49,male,2075
Turkana,49,female,2222
Turkana,49,total,4297
Turkana,50,male,4240
Turkana,50,female,3618
Turkana,50,total,7858
Turkana,51,male,1233
Turkana,51,female,1319
Turkana,51,total,2552
Turkana,52,male,1341
Turkana,52,female,1237
Turkana,52,total,2578
Turkana,53,male,931
Turkana,53,female,960
Turkana,53,total,1891
Turkana,54,male,1170
Turkana,54,female,1338
Turkana,54,total,2508
Turkana,55,male,1488
Turkana,55,female,1452
Turkana,55,total,2940
Turkana,56,male,1287
Turkana,56,female,1285
Turkana,56,total,2572
Turkana,57,male,850
Turkana,57,female,933
Turkana,57,total,1783
Turkana,58,male,759
Turkana,58,female,828
Turkana,58,total,1587
Turkana,59,male,1290
Turkana,59,female,1837
Turkana,59,total,3127
Turkana,60,male,2465
Turkana,60,female,2499
Turkana,60,total,4964
Turkana,61,male,892
Turkana,61,female,1207
Turkana,61,total,2099
Turkana,62,male,760
Turkana,62,female,857
Turkana,62,total,1617
Turkana,63,male,763
Turkana,63,female,1106
Turkana,63,total,1869
Turkana,64,male,573
Turkana,64,female,686
Turkana,64,total,1259
Turkana,65,male,1059
Turkana,65,female,1364
Turkana,65,total,2423
Turkana,66,male,428
Turkana,66,female,493
Turkana,66,total,921
Turkana,67,male,621
Turkana,67,female,737
Turkana,67,total,1358
Turkana,68,male,466
Turkana,68,female,496
Turkana,68,total,962
Turkana,69,male,981
Turkana,69,female,1453
Turkana,69,total,2434
Turkana,70,male,1505
Turkana,70,female,1708
Turkana,70,total,3213
Turkana,71,male,488
Turkana,71,female,838
Turkana,71,total,1326
Turkana,72,male,422
Turkana,72,female,533
Turkana,72,total,955
Turkana,73,male,301
Turkana,73,female,474
Turkana,73,total,775
Turkana,74,male,555
Turkana,74,female,699
Turkana,74,total,1254
Turkana,75,male,421
Turkana,75,female,491
Turkana,75,total,912
Turkana,76,male,221
Turkana,76,female,279
Turkana,76,total,500
Turkana,77,male,220
Turkana,77,female,311
Turkana,77,total,531
Turkana,78,male,192
Turkana,78,female,237
Turkana,78,total,429
Turkana,79,male,520
Turkana,79,female,695
Turkana,79,total,1215
Turkana,80,male,519
Turkana,80,female,625
Turkana,80,total,1144
Turkana,81,male,142
Turkana,81,female,238
Turkana,81,total,380
Turkana,82,male,76
Turkana,82,female,110
Turkana,82,total,186
Turkana,83,male,77
Turkana,83,female,158
Turkana,83,total,235
Turkana,84,male,108
Turkana,84,female,178
Turkana,84,total,286
Turkana,85,male,132
Turkana,85,female,152
Turkana,85,total,284
Turkana,86,male,46
Turkana,86,female,63
Turkana,86,total,109
Turkana,87,male,78
Turkana,87,female,78
Turkana,87,total,156
Turkana,88,male,31
Turkana,88,female,45
Turkana,88,total,76
Turkana,89,male,194
Turkana,89,female,276
Turkana,89,total,470
Turkana,90,male,74
Turkana,90,female,120
Turkana,90,total,194
Turkana,91,male,36
Turkana,91,female,49
Turkana,91,total,85
Turkana,92,male,19
Turkana,92,female,19
Turkana,92,total,38
Turkana,93,male,8
Turkana,93,female,30
Turkana,93,total,38
Turkana,94,male,24
Turkana,94,female,25
Turkana,94,total,49
Turkana,95,male,25
Turkana,95,female,47
Turkana,95,total,72
Turkana,96,male,12
Turkana,96,female,16
Turkana,96,total,28
Turkana,97,male,9
Turkana,97,female,15
Turkana,97,total,24
Turkana,98,male,11
Turkana,98,female,10
Turkana,98,total,21
Turkana,99,male,24
Turkana,99,female,29
Turkana,99,total,53
Turkana,100+,male,31
Turkana,100+,female,57
Turkana,100+,total,88
Turkana,Not Stated,male,1
Turkana,Not Stated,female,2
Turkana,Not Stated,total,3
West Pokot,0,male,9944
West Pokot,0,female,10068
West Pokot,0,total,20012
West Pokot,1,male,10844
West Pokot,1,female,10679
West Pokot,1,total,21523
West Pokot,2,male,12012
West Pokot,2,female,11859
West Pokot,2,total,23871
West Pokot,3,male,11956
West Pokot,3,female,12116
West Pokot,3,total,24072
West Pokot,4,male,12403
West Pokot,4,female,12109
West Pokot,4,total,24512
West Pokot,5,male,11595
West Pokot,5,female,11247
West Pokot,5,total,22842
West Pokot,6,male,12055
West Pokot,6,female,12450
West Pokot,6,total,24505
West Pokot,7,male,10228
West Pokot,7,female,10188
West Pokot,7,total,20416
West Pokot,8,male,11236
West Pokot,8,female,11538
West Pokot,8,total,22774
West Pokot,9,male,8989
West Pokot,9,female,8797
West Pokot,9,total,17786
West Pokot,10,male,12534
West Pokot,10,female,12691
West Pokot,10,total,25225
West Pokot,11,male,7362
West Pokot,11,female,7991
West Pokot,11,total,15353
West Pokot,12,male,10841
West Pokot,12,female,10177
West Pokot,12,total,21018
West Pokot,13,male,8525
West Pokot,13,female,8358
West Pokot,13,total,16883
West Pokot,14,male,8586
West Pokot,14,female,8109
West Pokot,14,total,16695
West Pokot,15,male,9210
West Pokot,15,female,8460
West Pokot,15,total,17670
West Pokot,16,male,7305
West Pokot,16,female,7025
West Pokot,16,total,14330
West Pokot,17,male,6465
West Pokot,17,female,5905
West Pokot,17,total,12370
West Pokot,18,male,6075
West Pokot,18,female,6032
West Pokot,18,total,12107
West Pokot,19,male,5636
West Pokot,19,female,5668
West Pokot,19,total,11304
West Pokot,20,male,6932
West Pokot,20,female,8079
West Pokot,20,total,15011
West Pokot,21,male,4697
West Pokot,21,female,5151
West Pokot,21,total,9848
West Pokot,22,male,4280
West Pokot,22,female,5008
West Pokot,22,total,9288
West Pokot,23,male,4988
West Pokot,23,female,5490
West Pokot,23,total,10478
West Pokot,24,male,4214
West Pokot,24,female,4734
West Pokot,24,total,8948
West Pokot,25,male,5955
West Pokot,25,female,6540
West Pokot,25,total,12495
West Pokot,26,male,3835
West Pokot,26,female,4089
West Pokot,26,total,7924
West Pokot,27,male,3924
West Pokot,27,female,3993
West Pokot,27,total,7917
West Pokot,28,male,3122
West Pokot,28,female,3597
West Pokot,28,total,6719
West Pokot,29,male,3317
West Pokot,29,female,3737
West Pokot,29,total,7054
West Pokot,30,male,5449
West Pokot,30,female,6038
West Pokot,30,total,11487
West Pokot,31,male,3052
West Pokot,31,female,3355
West Pokot,31,total,6407
West Pokot,32,male,3391
West Pokot,32,female,3450
West Pokot,32,total,6841
West Pokot,33,male,2852
West Pokot,33,female,3059
West Pokot,33,total,5911
West Pokot,34,male,2390
West Pokot,34,female,2493
West Pokot,34,total,4883
West Pokot,35,male,4570
West Pokot,35,female,4685
West Pokot,35,total,9255
West Pokot,36,male,1835
West Pokot,36,female,1777
West Pokot,36,total,3612
West Pokot,37,male,1750
West Pokot,37,female,1651
West Pokot,37,total,3401
West Pokot,38,male,1262
West Pokot,38,female,1346
West Pokot,38,total,2608
West Pokot,39,male,1688
West Pokot,39,female,1574
West Pokot,39,total,3262
West Pokot,40,male,2950
West Pokot,40,female,2874
West Pokot,40,total,5824
West Pokot,41,male,1998
West Pokot,41,female,1917
West Pokot,41,total,3915
West Pokot,42,male,2192
West Pokot,42,female,2143
West Pokot,42,total,4335
West Pokot,43,male,1521
West Pokot,43,female,1632
West Pokot,43,total,3153
West Pokot,44,male,1058
West Pokot,44,female,1163
West Pokot,44,total,2221
West Pokot,45,male,2931
West Pokot,45,female,2860
West Pokot,45,total,5791
West Pokot,46,male,1805
West Pokot,46,female,1730
West Pokot,46,total,3535
West Pokot,47,male,1477
West Pokot,47,female,1400
West Pokot,47,total,2877
West Pokot,48,male,1026
West Pokot,48,female,890
West Pokot,48,total,1916
West Pokot,49,male,1391
West Pokot,49,female,1490
West Pokot,49,total,2881
West Pokot,50,male,2384
West Pokot,50,female,2384
West Pokot,50,total,4768
West Pokot,51,male,1027
West Pokot,51,female,1020
West Pokot,51,total,2047
West Pokot,52,male,841
West Pokot,52,female,887
West Pokot,52,total,1728
West Pokot,53,male,619
West Pokot,53,female,621
West Pokot,53,total,1240
West Pokot,54,male,924
West Pokot,54,female,959
West Pokot,54,total,1883
West Pokot,55,male,1154
West Pokot,55,female,1123
West Pokot,55,total,2277
West Pokot,56,male,907
West Pokot,56,female,805
West Pokot,56,total,1712
West Pokot,57,male,680
West Pokot,57,female,674
West Pokot,57,total,1354
West Pokot,58,male,590
West Pokot,58,female,637
West Pokot,58,total,1227
West Pokot,59,male,787
West Pokot,59,female,1031
West Pokot,59,total,1818
West Pokot,60,male,1462
West Pokot,60,female,1819
West Pokot,60,total,3281
West Pokot,61,male,650
West Pokot,61,female,772
West Pokot,61,total,1422
West Pokot,62,male,519
West Pokot,62,female,581
West Pokot,62,total,1100
West Pokot,63,male,595
West Pokot,63,female,775
West Pokot,63,total,1370
West Pokot,64,male,516
West Pokot,64,female,553
West Pokot,64,total,1069
West Pokot,65,male,907
West Pokot,65,female,1270
West Pokot,65,total,2177
West Pokot,66,male,400
West Pokot,66,female,459
West Pokot,66,total,859
West Pokot,67,male,612
West Pokot,67,female,591
West Pokot,67,total,1203
West Pokot,68,male,345
West Pokot,68,female,382
West Pokot,68,total,727
West Pokot,69,male,716
West Pokot,69,female,1070
West Pokot,69,total,1786
West Pokot,70,male,1078
West Pokot,70,female,1294
West Pokot,70,total,2372
West Pokot,71,male,422
West Pokot,71,female,588
West Pokot,71,total,1010
West Pokot,72,male,383
West Pokot,72,female,383
West Pokot,72,total,766
West Pokot,73,male,262
West Pokot,73,female,328
West Pokot,73,total,590
West Pokot,74,male,311
West Pokot,74,female,459
West Pokot,74,total,770
West Pokot,75,male,369
West Pokot,75,female,443
West Pokot,75,total,812
West Pokot,76,male,186
West Pokot,76,female,186
West Pokot,76,total,372
West Pokot,77,male,186
West Pokot,77,female,209
West Pokot,77,total,395
West Pokot,78,male,111
West Pokot,78,female,137
West Pokot,78,total,248
West Pokot,79,male,265
West Pokot,79,female,435
West Pokot,79,total,700
West Pokot,80,male,304
West Pokot,80,female,470
West Pokot,80,total,774
West Pokot,81,male,98
West Pokot,81,female,131
West Pokot,81,total,229
West Pokot,82,male,67
West Pokot,82,female,84
West Pokot,82,total,151
West Pokot,83,male,71
West Pokot,83,female,118
West Pokot,83,total,189
West Pokot,84,male,76
West Pokot,84,female,138
West Pokot,84,total,214
West Pokot,85,male,83
West Pokot,85,female,132
West Pokot,85,total,215
West Pokot,86,male,35
West Pokot,86,female,43
West Pokot,86,total,78
West Pokot,87,male,42
West Pokot,87,female,60
West Pokot,87,total,102
West Pokot,88,male,27
West Pokot,88,female,51
West Pokot,88,total,78
West Pokot,89,male,91
West Pokot,89,female,195
West Pokot,89,total,286
West Pokot,90,male,62
West Pokot,90,female,127
West Pokot,90,total,189
West Pokot,91,male,26
West Pokot,91,female,47
West Pokot,91,total,73
West Pokot,92,male,14
West Pokot,92,female,17
West Pokot,92,total,31
West Pokot,93,male,15
West Pokot,93,female,37
West Pokot,93,total,52
West Pokot,94,male,24
West Pokot,94,female,27
West Pokot,94,total,51
West Pokot,95,male,33
West Pokot,95,female,48
West Pokot,95,total,81
West Pokot,96,male,12
West Pokot,96,female,17
West Pokot,96,total,29
West Pokot,97,male,7
West Pokot,97,female,17
West Pokot,97,total,24
West Pokot,98,male,9
West Pokot,98,female,11
West Pokot,98,total,20
West Pokot,99,male,16
West Pokot,99,female,47
West Pokot,99,total,63
West Pokot,100+,male,38
West Pokot,100+,female,108
West Pokot,100+,total,146
West Pokot,Not Stated,male,2
West Pokot,Not Stated,female,1
West Pokot,Not Stated,total,3
Samburu,0,male,4527
Samburu,0,female,4386
Samburu,0,total,8913
Samburu,1,male,4234
Samburu,1,female,4239
Samburu,1,total,8473
Samburu,2,male,5315
Samburu,2,female,5436
Samburu,2,total,10751
Samburu,3,male,5591
Samburu,3,female,5581
Samburu,3,total,11172
Samburu,4,male,5794
Samburu,4,female,5578
Samburu,4,total,11372
Samburu,5,male,5981
Samburu,5,female,5814
Samburu,5,total,11795
Samburu,6,male,5781
Samburu,6,female,5653
Samburu,6,total,11434
Samburu,7,male,4965
Samburu,7,female,4788
Samburu,7,total,9753
Samburu,8,male,5713
Samburu,8,female,5641
Samburu,8,total,11354
Samburu,9,male,4356
Samburu,9,female,4271
Samburu,9,total,8627
Samburu,10,male,7223
Samburu,10,female,6917
Samburu,10,total,14140
Samburu,11,male,3312
Samburu,11,female,3664
Samburu,11,total,6976
Samburu,12,male,5778
Samburu,12,female,4993
Samburu,12,total,10771
Samburu,13,male,4234
Samburu,13,female,3816
Samburu,13,total,8050
Samburu,14,male,4516
Samburu,14,female,3890
Samburu,14,total,8406
Samburu,15,male,5215
Samburu,15,female,4376
Samburu,15,total,9591
Samburu,16,male,3827
Samburu,16,female,3181
Samburu,16,total,7008
Samburu,17,male,3827
Samburu,17,female,2825
Samburu,17,total,6652
Samburu,18,male,3921
Samburu,18,female,3243
Samburu,18,total,7164
Samburu,19,male,3075
Samburu,19,female,2688
Samburu,19,total,5763
Samburu,20,male,4485
Samburu,20,female,4327
Samburu,20,total,8812
Samburu,21,male,2413
Samburu,21,female,2688
Samburu,21,total,5101
Samburu,22,male,2538
Samburu,22,female,2733
Samburu,22,total,5271
Samburu,23,male,2571
Samburu,23,female,2916
Samburu,23,total,5487
Samburu,24,male,2301
Samburu,24,female,2276
Samburu,24,total,4577
Samburu,25,male,3414
Samburu,25,female,3384
Samburu,25,total,6798
Samburu,26,male,1905
Samburu,26,female,2246
Samburu,26,total,4151
Samburu,27,male,1877
Samburu,27,female,2098
Samburu,27,total,3975
Samburu,28,male,1848
Samburu,28,female,1830
Samburu,28,total,3678
Samburu,29,male,1945
Samburu,29,female,1947
Samburu,29,total,3892
Samburu,30,male,3370
Samburu,30,female,3180
Samburu,30,total,6550
Samburu,31,male,1261
Samburu,31,female,1536
Samburu,31,total,2797
Samburu,32,male,1632
Samburu,32,female,1934
Samburu,32,total,3566
Samburu,33,male,1186
Samburu,33,female,1603
Samburu,33,total,2789
Samburu,34,male,935
Samburu,34,female,1060
Samburu,34,total,1995
Samburu,35,male,2271
Samburu,35,female,2393
Samburu,35,total,4664
Samburu,36,male,871
Samburu,36,female,1097
Samburu,36,total,1968
Samburu,37,male,772
Samburu,37,female,683
Samburu,37,total,1455
Samburu,38,male,635
Samburu,38,female,598
Samburu,38,total,1233
Samburu,39,male,753
Samburu,39,female,695
Samburu,39,total,1448
Samburu,40,male,2007
Samburu,40,female,1547
Samburu,40,total,3554
Samburu,41,male,1087
Samburu,41,female,1016
Samburu,41,total,2103
Samburu,42,male,990
Samburu,42,female,953
Samburu,42,total,1943
Samburu,43,male,732
Samburu,43,female,766
Samburu,43,total,1498
Samburu,44,male,506
Samburu,44,female,428
Samburu,44,total,934
Samburu,45,male,1451
Samburu,45,female,1309
Samburu,45,total,2760
Samburu,46,male,784
Samburu,46,female,937
Samburu,46,total,1721
Samburu,47,male,790
Samburu,47,female,810
Samburu,47,total,1600
Samburu,48,male,501
Samburu,48,female,574
Samburu,48,total,1075
Samburu,49,male,584
Samburu,49,female,584
Samburu,49,total,1168
Samburu,50,male,1156
Samburu,50,female,1171
Samburu,50,total,2327
Samburu,51,male,401
Samburu,51,female,501
Samburu,51,total,902
Samburu,52,male,396
Samburu,52,female,445
Samburu,52,total,841
Samburu,53,male,274
Samburu,53,female,295
Samburu,53,total,569
Samburu,54,male,440
Samburu,54,female,418
Samburu,54,total,858
Samburu,55,male,538
Samburu,55,female,499
Samburu,55,total,1037
Samburu,56,male,433
Samburu,56,female,362
Samburu,56,total,795
Samburu,57,male,299
Samburu,57,female,346
Samburu,57,total,645
Samburu,58,male,338
Samburu,58,female,289
Samburu,58,total,627
Samburu,59,male,481
Samburu,59,female,612
Samburu,59,total,1093
Samburu,60,male,996
Samburu,60,female,989
Samburu,60,total,1985
Samburu,61,male,385
Samburu,61,female,404
Samburu,61,total,789
Samburu,62,male,310
Samburu,62,female,363
Samburu,62,total,673
Samburu,63,male,308
Samburu,63,female,398
Samburu,63,total,706
Samburu,64,male,195
Samburu,64,female,271
Samburu,64,total,466
Samburu,65,male,435
Samburu,65,female,514
Samburu,65,total,949
Samburu,66,male,141
Samburu,66,female,146
Samburu,66,total,287
Samburu,67,male,223
Samburu,67,female,290
Samburu,67,total,513
Samburu,68,male,188
Samburu,68,female,202
Samburu,68,total,390
Samburu,69,male,259
Samburu,69,female,395
Samburu,69,total,654
Samburu,70,male,624
Samburu,70,female,730
Samburu,70,total,1354
Samburu,71,male,274
Samburu,71,female,360
Samburu,71,total,634
Samburu,72,male,162
Samburu,72,female,156
Samburu,72,total,318
Samburu,73,male,142
Samburu,73,female,158
Samburu,73,total,300
Samburu,74,male,148
Samburu,74,female,156
Samburu,74,total,304
Samburu,75,male,273
Samburu,75,female,234
Samburu,75,total,507
Samburu,76,male,71
Samburu,76,female,92
Samburu,76,total,163
Samburu,77,male,86
Samburu,77,female,99
Samburu,77,total,185
Samburu,78,male,74
Samburu,78,female,83
Samburu,78,total,157
Samburu,79,male,184
Samburu,79,female,240
Samburu,79,total,424
Samburu,80,male,238
Samburu,80,female,338
Samburu,80,total,576
Samburu,81,male,101
Samburu,81,female,100
Samburu,81,total,201
Samburu,82,male,54
Samburu,82,female,63
Samburu,82,total,117
Samburu,83,male,54
Samburu,83,female,93
Samburu,83,total,147
Samburu,84,male,60
Samburu,84,female,68
Samburu,84,total,128
Samburu,85,male,47
Samburu,85,female,73
Samburu,85,total,120
Samburu,86,male,23
Samburu,86,female,34
Samburu,86,total,57
Samburu,87,male,36
Samburu,87,female,51
Samburu,87,total,87
Samburu,88,male,27
Samburu,88,female,26
Samburu,88,total,53
Samburu,89,male,96
Samburu,89,female,119
Samburu,89,total,215
Samburu,90,male,61
Samburu,90,female,84
Samburu,90,total,145
Samburu,91,male,16
Samburu,91,female,20
Samburu,91,total,36
Samburu,92,male,8
Samburu,92,female,5
Samburu,92,total,13
Samburu,93,male,13
Samburu,93,female,14
Samburu,93,total,27
Samburu,94,male,12
Samburu,94,female,11
Samburu,94,total,23
Samburu,95,male,24
Samburu,95,female,32
Samburu,95,total,56
Samburu,96,male,10
Samburu,96,female,9
Samburu,96,total,19
Samburu,97,male,7
Samburu,97,female,6
Samburu,97,total,13
Samburu,98,male,9
Samburu,98,female,5
Samburu,98,total,14
Samburu,99,male,14
Samburu,99,female,23
Samburu,99,total,37
Samburu,100+,male,29
Samburu,100+,female,25
Samburu,100+,total,54
Samburu,Not Stated,male,1
Samburu,Not Stated,female,1
Samburu,Not Stated,total,2
Trans Nzoia,0,male,11952
Trans Nzoia,0,female,11755
Trans Nzoia,0,total,23707
Trans Nzoia,1,male,12652
Trans Nzoia,1,female,12595
Trans Nzoia,1,total,25247
Trans Nzoia,2,male,12779
Trans Nzoia,2,female,12530
Trans Nzoia,2,total,25309
Trans Nzoia,3,male,13852
Trans Nzoia,3,female,13781
Trans Nzoia,3,total,27633
Trans Nzoia,4,male,14091
Trans Nzoia,4,female,13571
Trans Nzoia,4,total,27662
Trans Nzoia,5,male,14281
Trans Nzoia,5,female,13811
Trans Nzoia,5,total,28092
Trans Nzoia,6,male,14377
Trans Nzoia,6,female,14325
Trans Nzoia,6,total,28702
Trans Nzoia,7,male,14186
Trans Nzoia,7,female,14298
Trans Nzoia,7,total,28484
Trans Nzoia,8,male,13427
Trans Nzoia,8,female,13642
